Book Id,Title,Author,Author l-f,Additional Authors,ISBN,ISBN13,My Rating,Average Rating,Publisher,Binding,Number of Pages,Year Published,Original Publication Year,Date Read,Date Added,Bookshelves,Bookshelves with positions,Exclusive Shelf,My Review,Spoiler,Private Notes,Read Count,Owned Copies
43154949,Justice for Some: Law and the Question of Palestine,Noura Erakat,"Erakat, Noura",,"=""0804798257""","=""9780804798259""",0,4.61,Stanford University Press,Hardcover,352,2019,2019,,2023/01/06,to-read,to-read (#75),to-read,,,,0,0
41812831,"The Hundred Years' War on Palestine: A History of Settler-Colonial Conquest and Resistance, 1917-2017",Rashid Khalidi,"Khalidi, Rashid",,"=""1627798552""","=""9781627798556""",0,4.51,Metropolitan Books,Hardcover,336,2020,2020,,2023/01/06,to-read,to-read (#74),to-read,,,,0,0
27774750,The Way to the Spring: Life and Death in Palestine,Ben Ehrenreich,"Ehrenreich, Ben",,"=""1594205906""","=""9781594205903""",0,4.30,Penguin Press,Hardcover,448,2016,2016,,2023/01/06,to-read,to-read (#73),to-read,,,,0,0
55077697,"The Blacktongue Thief (Blacktongue, #1)",Christopher Buehlman,"Buehlman, Christopher",,"=""1250621194""","=""9781250621191""",0,4.23,Tor Books,Hardcover,416,2021,2021,,2023/01/05,to-read,to-read (#72),to-read,,,,0,0
53205864,"The Helm of Midnight (The Five Penalties, #1)",Marina J. Lostetter,"Lostetter, Marina J.",,"=""1250757053""","=""9781250757050""",0,3.87,Tor Books,Hardcover,464,2021,2021,,2023/01/05,to-read,to-read (#71),to-read,,,,0,0
36452106,"Fate of the Fallen (The Shroud of Prophecy, #1)",Kel Kade,"Kade, Kel",,"=""1250293804""","=""9781250293800""",0,3.85,Tor Books,ebook,400,2019,2019,,2023/01/05,to-read,to-read (#70),to-read,,,,0,0
35133922,Educated,Tara Westover,"Westover, Tara",,"=""""","=""""",0,4.47,Random House,Hardcover,352,2018,2018,,2023/01/05,to-read,to-read (#69),to-read,,,,0,0
60154484,"A Touch of Light (The Ashes of Avarin, #1)",Thiago Abdalla,"Abdalla, Thiago",,"=""1957237007""","=""9781957237008""",0,3.86,The Alterian Press,Kindle Edition,454,2022,2022,,2023/01/05,to-read,to-read (#68),to-read,,,,0,0
41555951,"Spine of the Dragon (Wake the Dragon, #1)",Kevin J. Anderson,"Anderson, Kevin J.",,"=""1250302102""","=""9781250302106""",0,3.65,Tor Books,Hardcover,528,2019,2019,,2023/01/05,to-read,to-read (#67),to-read,,,,0,0
485894,The Metamorphosis,Franz Kafka,"Kafka, Franz",Stanley Corngold,"=""""","=""""",0,3.87,Bantam Classics,Paperback,201,1972,1915,,2023/01/04,to-read,to-read (#66),to-read,,,,0,0
61030595,"A Ruinous Fate (Heartless Fates, #1)",Kaylie Smith,"Smith, Kaylie",,"=""1368081592""","=""9781368081597""",0,3.70,Disney Hyperion,Hardcover,432,2023,2023,,2023/01/04,to-read,to-read (#65),to-read,,,,0,0
58484901,How to Be Perfect: The Correct Answer to Every Moral Question,Michael Schur,"Schur, Michael",,"=""1982159316""","=""9781982159313""",0,4.14,Simon & Schuster,Hardcover,304,2022,2022,,2023/01/04,to-read,to-read (#64),to-read,,,,0,0
13578175,The Emperor's Soul (The Cosmere),Brandon Sanderson,"Sanderson, Brandon",,"=""1616960922""","=""9781616960926""",0,4.38,Tachyon Publications,Paperback,192,2012,2012,,2023/01/04,to-read,to-read (#63),to-read,,,,0,0
53205854,"Fugitive Telemetry (The Murderbot Diaries, #6)",Martha Wells,"Wells, Martha",,"=""1250765374""","=""9781250765376""",5,4.31,Tor.com,Hardcover,168,2021,2021,2022/10/01,2022/09/30,favorites,favorites (#46),read,,,,1,0
52381770,"Network Effect (The Murderbot Diaries, #5)",Martha Wells,"Wells, Martha",,"=""1250229863""","=""9781250229861""",5,4.48,Tor.com,Hardcover,350,2020,2020,2022/09/30,2022/09/27,favorites,favorites (#45),read,,,,1,0
35519109,"Exit Strategy (The Murderbot Diaries, #4)",Martha Wells,"Wells, Martha",,"=""""","=""""",5,4.38,Tor.com,Kindle Edition,176,2018,2018,2022/09/27,2022/09/26,favorites,favorites (#44),read,,,,1,0
35519101,"Rogue Protocol (The Murderbot Diaries, #3)",Martha Wells,"Wells, Martha",,"=""1250191785""","=""9781250191786""",5,4.26,Tor.com,Hardcover,159,2018,2018,2022/09/26,2022/09/25,favorites,favorites (#43),read,,,,1,0
36223860,"Artificial Condition (The Murderbot Diaries, #2)",Martha Wells,"Wells, Martha",,"=""""","=""""",5,4.27,Tor.com,Hardcover,158,2018,2018,2022/09/25,2022/09/25,favorites,favorites (#42),read,Just like me fr,,,1,0
46113778,"Hollowpox: The Hunt for Morrigan Crow (Nevermoor, #3)",Jessica Townsend,"Townsend, Jessica",Jim Madsen,"=""1510105301""","=""9781510105300""",5,4.49,Orion Children's Books,Hardcover,471,2020,2020,,2021/10/07,favorites,favorites (#37),read,"Excellent book, excellent series.",,,1,0
36260006,"Wundersmith: The Calling of Morrigan Crow (Nevermoor, #2)",Jessica Townsend,"Townsend, Jessica",,"=""0734418221""","=""9780734418227""",5,4.48,Lothian Children's Books (Hachette Australia),Paperback,467,2018,2018,,2021/10/06,favorites,favorites (#36),read,,,,1,0
21413662,What If? Serious Scientific Answers to Absurd Hypothetical Questions,Randall Munroe,"Munroe, Randall",,"=""0544272994""","=""9780544272996""",5,4.14,Dey Street Books,Hardcover,303,2014,2014,,2022/06/03,favorites,favorites (#34),read,,,,1,0
13612962,"The Copper Gauntlet (Magisterium, #2)",Holly Black,"Black, Holly",Cassandra Clare,"=""0545522285""","=""9780545522281""",5,4.12,Scholastic Press,Hardcover,264,2015,2015,,2022/08/27,favorites,favorites (#33),read,,,,1,0
12127810,"The House of Hades (The Heroes of Olympus, #4)",Rick Riordan,"Riordan, Rick",,"=""1423146727""","=""9781423146728""",5,4.57,Disney-Hyperion Books,Hardcover,597,2013,2013,,2021/12/28,favorites,favorites (#32),read,,,,1,0
20578940,"The Iron Trial (Magisterium, #1)",Holly Black,"Black, Holly","Cassandra Clare, Scott Fischer","=""0545522250""","=""9780545522250""",5,3.96,Scholastic Press,Hardcover,295,2014,2014,,2022/08/27,favorites,favorites (#31),read,,,,1,0
17332218,"Words of Radiance (The Stormlight Archive, #2)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326361""","=""9780765326362""",5,4.76,Tor Books,Hardcover,1087,2014,2014,,2021/06/15,favorites,favorites (#30),read,,,,1,0
7235533,"The Way of Kings (The Stormlight Archive, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326353""","=""9780765326355""",5,4.66,Tor Books,Hardcover,1007,2010,2010,,2021/06/15,favorites,favorites (#28),read,,,,1,0
9673436,The Invention of Hugo Cabret,Brian Selznick,"Selznick, Brian",,"=""""","=""9780439813765""",5,4.22,Scholastic Press,Hardcover,534,2007,2007,,2022/11/10,favorites,favorites (#25),read,,,,1,0
18004320,"The Last Ever After (The School for Good and Evil, #3)",Soman Chainani,"Chainani, Soman",,"=""0062104950""","=""9780062104953""",5,4.25,HarperCollins,Hardcover,655,2015,2015,,2021/08/08,favorites,favorites (#24),read,,,,2,0
54493401,Project Hail Mary,Andy Weir,"Weir, Andy",,"=""0593135202""","=""9780593135204""",5,4.51,Ballantine Books,Hardcover,476,2021,2021,2022/01/10,2022/01/10,favorites,favorites (#22),read,One of the best books I've read this year.,,,1,0
25480342,A Monster Calls,Patrick Ness,"Ness, Patrick",,"=""1406361801""","=""9781406361803""",5,4.35,Walker Books,Paperback,237,2015,2011,2022/01/12,2022/01/12,favorites,favorites (#21),read,,,,1,0
7170627,The Emperor of All Maladies: A Biography of Cancer,Siddhartha Mukherjee,"Mukherjee, Siddhartha",,"=""""","=""""",5,4.33,Scribner,Hardcover,571,2010,2010,2022/06/01,2022/03/04,favorites,favorites (#18),read,,,,1,0
40769579,"Master Artificer (The Silent Gods, #2)",Justin Call,"Call, Justin",,"=""1473222907""","=""9781473222908""",5,3.99,Gollancz,Hardcover,866,2021,2021,2022/06/10,2022/06/07,favorites,favorites (#17),read,,,,1,0
39308821,"Master of Sorrows (The Silent Gods, #1)",Justin Call,"Call, Justin",,"=""1473222893""","=""""",5,3.86,Gollancz,Kindle Edition,448,2019,2019,2022/06/07,2022/05/31,favorites,favorites (#16),read,,,,1,0
39325105,"Harrow the Ninth (The Locked Tomb, #2)",Tamsyn Muir,"Muir, Tamsyn",,"=""1250313228""","=""9781250313225""",5,4.29,Tor.com,Hardcover,510,2020,2020,2022/07/03,2022/08/25,favorites,favorites (#15),read,,,,1,0
355697,All Quiet on the Western Front,Erich Maria Remarque,"Remarque, Erich Maria",Arthur Wesley Wheen,"=""0449213943""","=""9780449213940""",5,4.08,Ballantine Books,Mass Market Paperback,296,1987,1928,2022/08/02,2022/06/23,favorites,favorites (#14),read,Beautiful writing but feels a bit aimless. But maybe that is the point? 4.5 stars.,,,1,0
60190659,"What If? 2: Additional Serious Scientific Answers to Absurd Hypothetical Questions (What If?, #2)",Randall Munroe,"Munroe, Randall",,"=""0525537112""","=""9780525537113""",5,4.37,Riverhead Books,Hardcover,354,2022,2022,2022/09/30,2022/09/06,favorites,favorites (#12),read,,,,1,0
42080479,"The School for Good and Evil (The School for Good and Evil, #1)",Soman Chainani,"Chainani, Soman",Iacopo Bruno,"=""006210490X""","=""9780062104908""",5,3.99,HarperCollins,Paperback,488,2018,2013,,2021/08/08,favorites,favorites (#11),read,,,,3,0
27431992,Evicted: Poverty and Profit in the American City,Matthew Desmond,"Desmond, Matthew",,"=""""","=""""",5,4.47,Crown,Paperback,422,2017,2016,2022/11/10,2022/10/15,favorites,favorites (#10),read,Would recommend everyone I know to read this book at least once in their lives.,,,1,0
34002132,"Oathbringer (The Stormlight Archive, #3)",Brandon Sanderson,"Sanderson, Brandon",,"=""076532637X""","=""9780765326379""",5,4.62,Tor Books,Hardcover,1243,2017,2017,2022/12/27,2022/12/16,favorites,favorites (#9),read,,,,1,0
49021976,"Rhythm of War (The Stormlight Archive, #4)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765326388""","=""9780765326386""",5,4.62,Tor Books,Hardcover,1219,2020,2020,2022/12/30,2022/12/27,favorites,favorites (#8),read,,,,1,0
34466963,Why We Sleep: Unlocking the Power of Sleep and Dreams,Matthew Walker,"Walker, Matthew",,"=""""","=""""",5,4.38,Scribner,Hardcover,368,2017,2017,2022/11/29,2022/06/02,favorites,favorites (#7),read,,,,1,0
39863237,"The Ruin of Kings (A Chorus of Dragons, #1)",Jenn Lyons,"Lyons, Jenn",,"=""1250175488""","=""9781250175489""",5,3.84,Tor Books,Hardcover,560,2019,2019,2022/08/15,2022/08/09,favorites,favorites (#5),read,,,,1,0
43255070,"The Name of All Things (A Chorus of Dragons, #2)",Jenn Lyons,"Lyons, Jenn",,"=""1250175534""","=""9781250175533""",5,4.06,Tor Books,Hardcover,589,2019,2019,2022/08/17,2022/08/15,favorites,favorites (#4),read,,,,1,0
52378515,"The Memory of Souls (A Chorus of Dragons, #3)",Jenn Lyons,"Lyons, Jenn",,"=""1250175577""","=""9781250175571""",5,4.29,Tor Books,Hardcover,636,2020,2020,2022/08/18,2022/08/17,favorites,favorites (#3),read,If I could give this six stars…,,,1,0
55077705,"The House of Always (A Chorus of Dragons, #4)",Jenn Lyons,"Lyons, Jenn",,"=""1250175674""","=""9781250175670""",5,4.15,Tor Books,Hardcover,523,2021,2021,2022/08/18,2022/08/18,favorites,favorites (#2),read,That ending and reveal-<br/><br/>I need to eat this book.,,,1,0
57693290,"The Discord of Gods (A Chorus of Dragons, #5)",Jenn Lyons,"Lyons, Jenn",,"=""1250175682""","=""9781250175687""",5,4.38,Tor Books,Hardcover,512,2022,2022,2022/08/19,2022/08/18,favorites,favorites (#1),read,,,,1,0
58312063,Before The Big Bang: The Origin of the Universe and What Lies Beyond,Laura Mersini-Houghton,"Mersini-Houghton, Laura",,"=""1328557111""","=""9781328557117""",0,4.04,Mariner Books,Hardcover,240,2022,,,2023/01/03,to-read,to-read (#62),to-read,,,,0,0
60149548,How To Succeed in Witchcraft,Aislinn Brophy,"Brophy, Aislinn",,"=""0593354524""","=""9780593354520""",0,4.00,G.P. Putnam's Sons Books for Young Readers,Hardcover,416,2022,2022,,2023/01/03,to-read,to-read (#61),to-read,,,,0,0
59251247,Self-Made Boys: A Great Gatsby Remix (Remixed Classics),Anna-Marie McLemore,"McLemore, Anna-Marie",,"=""1250774934""","=""9781250774934""",0,4.10,Feiwel & Friends,Hardcover,336,2022,2022,,2023/01/03,to-read,to-read (#60),to-read,,,,0,0
38212121,From Here to Eternity: Traveling the World to Find the Good Death,Caitlin Doughty,"Doughty, Caitlin",Landis Blair,"=""0393356280""","=""9780393356281""",0,4.30,"W. W. Norton & Company, Inc.",Paperback,256,2018,2017,,2023/01/03,to-read,to-read (#59),to-read,,,,0,0
50188782,Gory Details: Adventures from the Dark Side of Science,Erika Engelhaupt,"Engelhaupt, Erika",,"=""1426220979""","=""9781426220975""",4,4.10,National Geographic Society,Hardcover,336,2021,2021,2023/01/03,2022/08/23,,,read,,,,1,0
22443261,The Rithmatist (The Rithmatist #1),Brandon Sanderson,"Sanderson, Brandon",,"=""1743532806""","=""9781743532805""",0,4.25,Tor UK,Kindle Edition,386,2014,2013,,2023/01/03,to-read,to-read (#58),to-read,,,,0,0
23714521,Orbiting Jupiter,Gary D. Schmidt,"Schmidt, Gary D.",,"=""""","=""""",0,4.23,Clarion Books,Kindle Edition,183,2015,2015,,2023/01/03,to-read,to-read (#57),to-read,,,,0,0
139569,Stone Butch Blues,Leslie Feinberg,"Feinberg, Leslie",,"=""1555838537""","=""9781555838539""",0,4.49,Alyson Books,Hardcover,308,2003,1993,,2023/01/02,to-read,to-read (#56),to-read,,,,0,0
58388343,Some Desperate Glory,Emily Tesh,"Tesh, Emily",,"=""1250834988""","=""9781250834980""",0,4.06,Tordotcom,Hardcover,438,2023,2023,,2023/01/02,to-read,to-read (#55),to-read,,,,0,0
27833670,Dark Matter,Blake Crouch,"Crouch, Blake",,"=""1101904224""","=""9781101904220""",0,4.14,Ballantine Books,Hardcover,352,2016,2016,,2023/01/02,to-read,to-read (#54),to-read,,,,0,0
61885085,Witch King,Martha Wells,"Wells, Martha",,"=""1250826799""","=""9781250826794""",0,3.71,Tordotcom,Hardcover,415,2023,2023,,2022/12/31,to-read,to-read (#53),to-read,,,,0,0
68427,"Elantris (Elantris, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""0765350378""","=""9780765350374""",0,4.18,Tor Fantasy,Mass Market Paperback,638,2006,2005,,2022/12/28,to-read,to-read (#52),to-read,,,,0,0
1038244,Orwell: The Authorized Biography,Michael Shelden,"Shelden, Michael",,"=""0060167092""","=""9780060167097""",5,4.18,Harpercollins,Hardcover,497,1991,1991,2019/05/21,2022/12/25,,,read,,,,1,0
40961427,1984,George Orwell,"Orwell, George",,"=""""","=""""",5,4.19,Houghton Mifflin Harcourt,Kindle Edition,298,2013,1949,2019/04/10,2021/09/15,favorites,favorites (#52),read,,,,1,0
22299763,"Crooked Kingdom (Six of Crows, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",5,4.59,Orion Children's Books,Kindle Edition,561,2016,2016,2018/09/26,2018/10/03,,,read,,,,2,0
23341252,This Is Our Story,Ashley Elston,"Elston, Ashley",,"=""1484730895""","=""9781484730898""",3,4.08,Disney-Hyperion,Hardcover,320,2016,2016,2019/01/24,2022/11/16,,,read,"Read this book in 2019 but can't remember much. Wasn't the most thrilling book, but was satisfying enough for this book to be fine. The ending was a little bit underwhelming. 3.5 stars rounded down.",,,1,0
1885,Pride and Prejudice,Jane Austen,"Austen, Jane",Anna Quindlen,"=""""","=""""",4,4.29,Modern Library,Paperback,279,2000,1813,2019/01/13,2021/10/25,,,read,,,,1,0
25898506,Divah,Susannah Appelbaum,"Appelbaum, Susannah",,"=""163450674X""","=""9781634506748""",3,3.32,Sky Pony Press,Hardcover,400,2016,2016,2018/10/23,2022/12/25,,,read,,,,1,0
3236307,"Graceling (Graceling Realm, #1)",Kristin Cashore,"Cashore, Kristin",,"=""""","=""9780152063962""",3,4.07,Harcourt,Hardcover,471,2008,2008,2019/02/14,2021/10/25,,,read,,,,1,0
14061957,"Ruin and Rising (The Shadow and Bone Trilogy, #3)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",4,3.99,Henry Holt and Company,Hardcover,350,2014,2014,2018/08/28,2021/08/08,,,read,,,,1,0
14061955,"Siege and Storm (The Shadow and Bone Trilogy, #2)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",4,3.82,Henry Holt and Company,Hardcover,435,2013,2013,2018/08/28,2021/08/08,,,read,,,,1,0
10194157,"Shadow and Bone (The Shadow and Bone Trilogy, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",5,3.93,Henry Holt & Company,Hardcover,358,2012,2012,2018/08/27,2021/06/15,,,read,,,,1,0
35720690,"Heart of Thorns (Heart of Thorns, #1)",Bree Barton,"Barton, Bree",,"=""006244770X""","=""9780062447708""",4,3.55,Katherine Tegen Books,ebook,480,2018,2018,2018/10/03,2022/12/25,,,read,,,,1,0
23437156,"Six of Crows (Six of Crows, #1)",Leigh Bardugo,"Bardugo, Leigh",,"=""""","=""""",5,4.48,Henry Holt & Company,Hardcover,465,2015,2015,2018/09/21,2018/10/03,,,read,"Writing is amazing. So descriptive, so imaginative. Beautifully written.",,,2,0
16131489,"The Last Star (The 5th Wave, #3)",Rick Yancey,"Yancey, Rick",,"=""0399162437""","=""9780399162435""",4,3.62,G.P. Putnam's Sons Books for Young Readers,Hardcover,338,2016,2016,2018/08/14,2022/12/25,,,read,,,,1,0
16131484,"The Infinite Sea (The 5th Wave, #2)",Rick Yancey,"Yancey, Rick",,"=""""","=""""",3,3.84,Putnam Juvenile,Kindle Edition,320,2014,2014,2018/08/12,2022/12/25,,,read,,,,1,0
7896527,"Throne of Glass (Throne of Glass, #1)",Sarah J. Maas,"Maas, Sarah J.",,"=""""","=""""",5,4.18,Bloomsbury USA Children's,Hardcover,406,2012,2012,2018/08/02,2021/06/15,,,read,,,,1,0
20759498,"Compulsion (The Heirs of Watson Island, #1)",Martina Boone,"Boone, Martina",,"=""1481411225""","=""9781481411226""",3,3.85,Simon & Schuster Books for Young Readers,Hardcover,433,2014,2014,2018/07/30,2022/12/25,,,read,,,,1,0
19547856,"Simon vs. the Homo Sapiens Agenda (Simonverse, #1)",Becky Albertalli,"Albertalli, Becky",,"=""0062348671""","=""9780062348678""",4,4.16,Balzer + Bray,Hardcover,320,2015,2015,2018/07/24,2022/12/25,,,read,,,,1,0
2118745,"The Knife of Never Letting Go (Chaos Walking, #1)",Patrick Ness,"Ness, Patrick",,"=""1406310255""","=""9781406310252""",3,3.97,Walker,Hardcover,479,2008,2008,2018/08/20,2022/03/10,,,read,,,,1,0
508517,Leon and the Spitting Image,Allen Kurzweil,"Kurzweil, Allen",,"=""0060539321""","=""9780060539320""",4,3.90,Greenwillow Books,Paperback,320,2005,2003,,2022/12/24,,,read,,,,1,0
439173,Frindle,Andrew Clements,"Clements, Andrew",Brian Selznick,"=""0689818769""","=""9780689818769""",4,3.84,Atheneum Books for Young Readers,Paperback,105,1998,1996,,2022/12/24,,,read,,,,1,0
1662160,Your Inner Fish: a Journey into the 3.5-Billion-Year History of the Human Body,Neil Shubin,"Shubin, Neil",,"=""0375424474""","=""9780375424472""",0,4.03,Pantheon,Hardcover,229,2008,2008,,2022/12/23,to-read,to-read (#51),to-read,,,,0,0
17675462,"The Raven Boys (The Raven Cycle, #1)",Maggie Stiefvater,"Stiefvater, Maggie",,"=""0545424925""","=""9780545424929""",0,4.05,Scholastic Press,Hardcover,409,2012,2012,,2022/12/23,to-read,to-read (#50),to-read,,,,0,0
60017811,"City of Nightmares (City of Nightmares, #1)",Rebecca Schaeffer,"Schaeffer, Rebecca",,"=""0358647304""","=""9780358647300""",0,3.76,Clarion Books,Hardcover,384,2023,2023,,2022/12/22,to-read,to-read (#48),to-read,,,,0,0
68428,"The Final Empire (Mistborn, #1)",Brandon Sanderson,"Sanderson, Brandon",,"=""""","=""9780765311788""",0,4.48,Tor Books,Hardcover,541,2006,2006,,2022/12/22,to-read,to-read (#47),to-read,,,,0,0
60215314,"The High Auction (Wisdom Revolution, #1)",Misba,"Misba, Misba",,"=""""","=""""",4,4.59,Nomad's Forge,Hardcover,180,2022,2021,2022/12/21,2022/08/08,,,read,"Rarely do I wish a book had been longer (I often have the opposite problem). However, I wish this book could’ve been another 100 or 200 pages (~300 on my phone’s ebook) just to flesh out the characters and the world just a bit more. While they are definitely interesting, some of them feel like we get just a taste of their background before moving onto the plot. And moreover, while the world building is absolutely fascinating, it feels like we just see glimpses of it. I really enjoyed learning about this world and these characters, but I would’ve liked to learn far more. Overall, it was a very interesting book and I liked the plot.",,,1,0
10210,Jane Eyre,Charlotte Brontë,"Brontë, Charlotte",Michael Mason,"=""0142437204""","=""9780142437209""",4,4.15,Penguin,Paperback,532,2003,1847,2022/08/01,2022/11/16,,,read,"This book makes me like the characters and plot enough to not make me rate it at 3 stars, an ""okay"" book. I really enjoyed seeing the development of Jane as a young girl into a young woman capable of defending herself. Her struggles in the beginning were made more interesting by the fact that she overcomes them eventually. While I do feel icky about the age gap between Rochester and Jane, I'm willing to ignore/forgive that to focus on the writing (even though it was one of my biggest discomforts). I feel like the plot progressed very well in the beginning regarding her growing up, but lagged regarding <spoiler>her working for Rochester and when Jane left him</spoiler>. Still, the new characters and interactions between them and Jane were enough to not make me be fully irritated with it. <br/><br/>Another big annoyance was the style of the writing of this era, as always. While not too difficult to understand, reading all that description and sometimes unnecessary words was tiring, especially when you must read it within a limited amount of time. As for other issues, sometimes I just grew irritated with the characters and their contrivances for conflicts (i.e. miscommunication between Rochester and Jane). It's a typical trope, but not one I enjoy too much. I did, however, enjoy them getting back together again (even if it was weird for their ages).<br/><br/>Overall, the writing, slow plot (at times) and miscommunication irritated me, but the general story and fleshed-out characters made me enjoy the rest of it. 4 stars. Read for English class.",,,1,0
36431876,"Blood Oath (Darkest Drae, #1)",Raye Wagner,"Wagner, Raye",Kelly St. Clare,"=""""","=""""",3,4.06,Independently Published,Kindle Edition,324,2017,2017,2022/10/09,2022/10/04,,,read,,,,1,0
36535568,The Sun Also Rises,Ernest Hemingway,"Hemingway, Ernest",,"=""""","=""""",3,3.79,Scribner,Paperback,256,2006,1926,2022/12/21,2022/12/06,,,read,"This book was... okay. The story was very character driven, which I can appreciate sometimes, but it felt like it sacrificed the plot to be so. It felt rather aimless and the ending made me feel no better. However, I did enjoy Hemingway's talent with writing, and being able to say a lot with so few words. (I am a bigger fan of more descriptions, though, considering the characters felt both flat and three-dimensional at the same time due to the way the dialogue is written). Overall, three stars. Not my favorite and not the most interesting, but the writing and the character interactions made me not hate it. Read for English class.",,,1,0
1253663,Little Red Ink Drinker,Eric Sanvoisin,"Sanvoisin, Eric",,"=""0385729677""","=""9780385729673""",4,3.70,Delacorte Books for Young Readers,Hardcover,48,2003,2003,,2022/12/21,,,read,,,,1,0
1253664,The City of Ink Drinkers,Eric Sanvoisin,"Sanvoisin, Eric","Martin Matje, Georges Moroz","=""0385729723""","=""9780385729727""",5,3.86,Delacorte Books for Young Readers,Hardcover,48,2002,2001,,2022/12/21,,,read,,,,1,0
1253662,A Straw for Two (Ink Drinker),Eric Sanvoisin,"Sanvoisin, Eric",Georges Moroz,"=""0440416655""","=""9780440416654""",5,3.69,Yearling,Paperback,48,2003,1999,,2022/12/21,,,read,,,,1,0
692939,The Ink Drinker (A Stepping Stone Book(TM)),Eric Sanvoisin,"Sanvoisin, Eric",,"=""0440414857""","=""9780440414858""",5,3.88,Random House Books for Young Readers,Paperback,48,2002,1996,,2022/12/21,,,read,,,,1,0
1306065,"Season of the Sandstorms (Merlin Missions, #6)",Mary Pope Osborne,"Osborne, Mary Pope",Sal Murdocca,"=""0375830316""","=""9780375830310""",4,3.99,Random House Books for Young Readers,Hardcover,128,2005,2005,,2022/12/21,,,read,,,,1,0
632532,"Blizzard of the Blue Moon (Merlin Missions, #8)",Mary Pope Osborne,"Osborne, Mary Pope",Salvatore Murdocca,"=""0739336819""","=""9780739336816""",5,4.12,Listening Library (Audio),Audio CD,116,2006,2006,,2022/12/21,,,read,,,,1,0
181398,"Summer of the Sea Serpent (Merlin Missions, #3)",Mary Pope Osborne,"Osborne, Mary Pope",Sal Murdocca,"=""0375827358""","=""9780375827358""",5,4.08,Random House Books for Young Readers,Hardcover,111,2004,2004,,2022/12/21,,,read,,,,1,0
586451,"Haunted Castle on Hallows Eve (Merlin Missions, #2)",Mary Pope Osborne,"Osborne, Mary Pope",Sal Murdocca,"=""0375825215""","=""9780375825217""",5,4.06,Random House Books for Young Readers,Hardcover,128,2003,2003,,2022/12/21,,,read,,,,1,0
34523174,"Into the Drowning Deep (Rolling in the Deep, #1)",Mira Grant,"Grant, Mira",,"=""0316379409""","=""9780316379403""",0,3.96,Orbit,Hardcover,448,2017,2017,,2022/12/21,to-read,to-read (#46),to-read,,,,0,0
59808117,"Ocean's Echo (Winter's Orbit, #2)",Everina Maxwell,"Maxwell, Everina",,"=""1250758866""","=""9781250758866""",0,4.13,Tor Books,Hardcover,464,2022,2022,,2022/12/21,to-read,to-read (#45),to-read,,,,0,0
60594265,"Hummingbird (A Charade Of Magic, #1)",Helen Harper,"Harper, Helen",,"=""""","=""""",0,4.18,,Kindle Edition,286,2022,2022,,2022/12/21,to-read,to-read (#44),to-read,,,,0,0
58065802,Otherlands: A Journey Through Earth's Extinct Worlds,Thomas Halliday,"Halliday, Thomas",,"=""0593132882""","=""9780593132883""",0,4.14,Random House,Hardcover,385,2022,2022,,2022/12/21,to-read,to-read (#43),to-read,,,,0,0
17244430,"Wild Born (Spirit Animals, #1)",Brandon Mull,"Mull, Brandon",,"=""0545522439""","=""9780545522434""",5,4.01,Scholastic,Hardcover,224,2013,2013,,2021/11/17,,,read,,,,1,0
27416143,Gravity Falls: Journal 3,Alex Hirsch,"Hirsch, Alex","Rob Renzetti, Andy Gonsalves, Stephanie Ramirez","=""1484746694""","=""9781484746691""",5,4.67,Disney Press,Hardcover,288,2016,2016,,2022/12/20,,,read,,,,1,0
21032488,"The Doors of Stone (The Kingkiller Chronicle, #3)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""0575081449""","=""9780575081444""",0,3.56,Gollancz,Hardcover,896,,,,2022/12/20,to-read,to-read (#42),to-read,,,,0,0
186074,"The Name of the Wind (The Kingkiller Chronicle, #1)",Patrick Rothfuss,"Rothfuss, Patrick",,"=""075640407X""","=""9780756404079""",4,4.52,Penguin Group DAW,Hardcover,662,2007,2007,2022/12/18,2022/07/30,,,read,"4.5 stars rounded down. I’d give this 5 stars for my enjoyment, if not for the fact that I feel like this book took a long time for not enough to happen. I got to the end and I was like ""...is that it?"" I seriously thought there was going to be more because I felt like we had learned so little. Still, I've read books where the pacing was awful and I no longer wanted to read the book, but everything here made me consistently interested in what was going to happen next and how the world and characters were going to develop. So I thoroughly enjoyed this until the end (where I was left wanting for more).",,,1,0
39026990,How to Invent Everything: A Survival Guide for the Stranded Time Traveler,Ryan North,"North, Ryan",,"=""073522014X""","=""9780735220140""",0,4.14,Riverhead Books,Hardcover,437,2018,2018,,2022/12/19,to-read,to-read (#41),to-read,,,,0,0
52767659,The End of Everything (Astrophysically Speaking),Katie  Mack,"Mack, Katie",,"=""198210354X""","=""9781982103545""",0,4.26,Scribner,Hardcover,226,2020,2020,,2022/12/19,to-read,to-read (#40),to-read,,,,0,0
